schema_version	signature_group	sex	apoe_group	broad_network	current_symbol	case_id	is_core_mito	eligible_run_count	usable_run_count	explicit_run_count	implicit_run_count	missing_run_count	coverage_numerator	coverage_denominator	coverage_fraction	strict_coverage_pass	relaxed_coverage_pass	conservative_support_count	relaxed_support_count	conservative_support_pass	relaxed_support_pass	recurrence_fraction	supporting_fine_cell_type_count	supporting_fine_cell_types	supporting_direction_count	supporting_directions	median_support_fold_enrichment	maximum_support_fold_enrichment	category_acat_p	relaxed_category_acat_q	strict_category_acat_q	studywide_acat_q	missing_as_one_acat_p	missing_as_one_acat_q	mean_log_p_score	strict_non_mt_reference	relaxed_phase20_candidate	exploratory_q20	exploratory_inclusive	terminal_candidate_status	strict_rank	relaxed_rank	exploratory_inclusive_rank	top5_summary	top10_display	stability_assessable_repetitions	stability_nominal_fraction	stability_q_fraction	stability_candidate_fraction	stability_worst_rank	evidence_label	list_status
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e2	Female	e2	Excitatory_neurons	WDR82	non_mt_driver	FALSE	20	20	14	6	0	20	20	1.0	TRUE	TRUE	2	4	TRUE	TRUE	0.2	4	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB GABRG1|Exc L5/6 NP|Exc L6 CT	1	AD_up_mito	40.625	51.2	2.9197874303307055e-05	0.037102155989702325	0.034716272546632086	0.11548897509176544	2.9197874303307055e-05	0.037102155989702325	1.5475831916312057	TRUE	TRUE	FALSE	TRUE	driver_candidate	7	7	7	FALSE	TRUE	12	1.0	0.9166666666666666	0.9166666666666666	7	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e2	Female	e2	Excitatory_neurons	RPLP2	non_mt_driver	FALSE	20	20	10	10	0	20	20	1.0	TRUE	TRUE	5	6	TRUE	TRUE	0.3	6	Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	AD_up_mito	30.270000000000003	57.84	6.55037252305248e-05	0.07283195449068977	0.06814843813670725	0.19852562791684564	6.55037252305248e-05	0.07283195449068977	1.2064236500914236	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	8	8	FALSE	TRUE	12	1.0	0.9166666666666666	0.9166666666666666	9	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e2	Female	e2	Excitatory_neurons	ATG101	non_mt_driver	FALSE	20	12	5	7	8	12	20	0.6	FALSE	TRUE	2	2	TRUE	TRUE	0.16666666666666666	2	Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	AD_up_mito	15.585	15.63	8.849588482771475e-05	0.08573368531097166	NA	0.25185497134724555	0.00014750392781866616	0.10933728649558629	1.0084353264621708	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	9	9	FALSE	TRUE	12	1.0	0.8333333333333334	0.8333333333333334	10	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e2	Female	e2	Excitatory_neurons	RABAC1	non_mt_driver	FALSE	20	20	9	11	0	20	20	1.0	TRUE	TRUE	5	6	TRUE	TRUE	0.3	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	AD_up_mito	24.93	39.09	9.790984618383847e-05	0.08573368531097166	0.08824256426391666	0.2752894576413255	9.790984618383847e-05	0.09676756464502702	1.4006508109609526	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	10	10	FALSE	TRUE	12	1.0	0.75	0.75	11	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e2	Female	e2	Inhibitory_neurons	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e2	Female	e2	Microglia	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e2	Female	e2	OPCs	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e2	Female	e2	Oligodendrocytes	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e2	Female	e2	Vasculature_cells	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not_estimable_no_included_runs	not_estimable_no_included_runs
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e33	Female	e33	Astrocytes	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e33	Female	e33	Excitatory_neurons	TMEM147	non_mt_driver	FALSE	23	19	8	11	4	19	23	0.8260869565217391	TRUE	TRUE	3	4	TRUE	TRUE	0.21052631578947367	4	Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b	1	AD_up_mito	42.09	57.61	3.034135754517204e-07	0.0026569926802307155	0.002382099980871457	0.004165118780942181	3.6729012213439223e-07	0.0032163595995308727	1.1625210553587957	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	14	1.0	0.9285714285714286	0.9285714285714286	1	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e33	Female	e33	Excitatory_neurons	DYNLT1	non_mt_driver	FALSE	23	19	5	14	4	19	23	0.8260869565217391	TRUE	TRUE	2	2	TRUE	TRUE	0.10526315789473684	2	Exc L3-4 RORB CUX2|Exc L6 CT	1	AD_down_mito	68.515	99.79	9.784247997935912e-07	0.004284032985896239	0.003840806551589742	0.012017528351485831	1.184409029423227e-06	0.0051859349353296	0.8006667596273735	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	14	1.0	0.9285714285714286	0.9285714285714286	2	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e33	Female	e33	Excitatory_neurons	SRSF7	non_mt_driver	FALSE	23	23	5	18	0	23	23	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.043478260869565216	1	Exc L3-4 RORB CUX2	1	AD_down_mito	83.16	83.16	2.5345603349287692e-06	0.007398381617657077	0.006632944396508589	0.01897790259262002	2.5345603349287692e-06	0.007398381617657077	0.6045925608757574	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	14	1.0	0.9285714285714286	0.9285714285714286	3	strict_non_mt_reference	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e33	Female	e33	Excitatory_neurons	MAPKAPK5-AS1	non_mt_driver	FALSE	23	19	14	5	4	19	23	0.8260869565217391	TRUE	TRUE	1	1	TRUE	TRUE	0.05263157894736842	1	Exc L3-4 RORB CUX2	1	AD_down_mito	68.04	68.04	4.796324373528061e-06	0.010500353134746308	0.009413985664142201	0.030013059880021915	5.806078067396736e-06	0.012710956409048305	0.5555592697285923	TRUE	TRUE	FALSE	TRUE	driver_candidate	4	4	4	TRUE	TRUE	14	1.0	0.9285714285714286	0.9285714285714286	4	strict_non_mt_reference	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e33	Female	e33	Excitatory_neurons	WDR82	non_mt_driver	FALSE	23	23	14	9	0	23	23	1.0	TRUE	TRUE	11	12	TRUE	TRUE	0.5217391304347826	12	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5 ET|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b	1	AD_up_mito	25.105	39.78	1.5503574818186208e-05	0.027152960936571324	0.02434371317951598	0.07537579683688497	1.5503574818186208e-05	0.027152960936571324	2.364114504076504	TRUE	TRUE	FALSE	TRUE	driver_candidate	5	5	5	TRUE	TRUE	14	1.0	1.0	1.0	5	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e33	Female	e33	Excitatory_neurons	PGAM1	non_mt_driver	FALSE	23	23	5	18	0	23	23	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.043478260869565216	1	Exc RELN CHD7	1	AD_up_mito	23.2	23.2	4.377749100957377e-05	0.06389324812847293	0.05728284698602728	0.14594665031317447	4.377749100957377e-05	0.06389324812847293	0.380647715427688	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	6	6	FALSE	TRUE	14	0.9285714285714286	0.8571428571428571	0.8571428571428571	6	relaxed_phase20_candidate	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e33	Female	e33	Inhibitory_neurons	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e33	Female	e33	Microglia	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not_estimable_no_included_runs	not_estimable_no_included_runs
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e33	Female	e33	OPCs	RPS15	non_mt_driver	FALSE	1	1	1	0	0	1	1	1.0	TRUE	TRUE	1	1	TRUE	TRUE	1.0	1	OPC	1	AD_up_mito	19.06	19.06	2.9964601306694247e-10	1.9755661641503516e-06	1.9755661641503516e-06	1.3985558155481245e-05	2.9964601306694247e-10	1.9755661641503516e-06	9.523391545059317	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	0	NA	NA	NA	NA	single_run_evidence	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e33	Female	e33	OPCs	FTL	non_mt_driver	FALSE	1	1	1	0	0	1	1	1.0	TRUE	TRUE	1	1	TRUE	TRUE	1.0	1	OPC	1	AD_up_mito	15.53	15.53	1.7270096708123355e-07	0.0005693087379832864	0.0005693087379832864	0.0026868586190542205	1.7270096708123355e-07	0.0005693087379832864	6.76270523063593	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	0	NA	NA	NA	NA	single_run_evidence	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e33	Female	e33	OPCs	ANKRD11	non_mt_driver	FALSE	1	1	1	0	0	1	1	1.0	TRUE	TRUE	1	1	TRUE	TRUE	1.0	1	OPC	1	AD_up_mito	11.57	11.57	1.283189087762142e-06	0.0028200218852052674	0.0028200218852052674	0.013394818830570518	1.283189087762142e-06	0.0028200218852052674	5.891709342276115	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	0	NA	NA	NA	NA	single_run_evidence	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e33	Female	e33	Oligodendrocytes	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e33	Female	e33	Vasculature_cells	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not_estimable_no_included_runs	not_estimable_no_included_runs
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e4	Female	e4	Astrocytes	RPL15	non_mt_driver	FALSE	6	6	4	2	0	6	6	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.16666666666666666	1	Ast DPP10	1	AD_down_mito	54.21	54.21	3.879468497834229e-06	0.024879031476610906	0.021414666108044943	0.025866965840073662	3.879468497834229e-06	0.024879031476610906	1.5571835778703103	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	3	1.0	0.6666666666666666	0.6666666666666666	1	strict_non_mt_reference	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e4	Female	e4	Excitatory_neurons	RPL11	non_mt_driver	FALSE	17	17	9	8	0	17	17	1.0	TRUE	TRUE	4	4	TRUE	TRUE	0.23529411764705882	4	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc RELN CHD7	1	AD_down_mito	7.2	7.82	1.3617409691552122e-11	1.19914909743808e-07	1.0885757307426766e-07	7.944669162245339e-07	1.3617409691552122e-11	1.19914909743808e-07	2.1083460633092095	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	13	1.0	0.9230769230769231	0.9230769230769231	1	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e4	Female	e4	Excitatory_neurons	RPS13	non_mt_driver	FALSE	17	17	8	9	0	17	17	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.11764705882352941	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	11.135	11.16	1.0650913626165726e-09	4.689597269600769e-06	4.257170176378441e-06	4.1426373518517385e-05	1.0650913626165726e-09	4.689597269600769e-06	1.7192441389551998	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	13	1.0	0.9230769230769231	0.9230769230769231	2	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e4	Female	e4	Excitatory_neurons	PSMB6	non_mt_driver	FALSE	17	14	6	8	3	14	17	0.8235294117647058	TRUE	TRUE	2	2	TRUE	TRUE	0.14285714285714285	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	12.995000000000001	13.08	1.3201502909701498e-06	0.003521609157081105	0.003517760475338459	0.013394818830570518	1.6030402231063594e-06	0.0047054574015582004	1.283873826889964	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	13	1.0	0.9230769230769231	0.9230769230769231	3	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e4	Female	e4	Excitatory_neurons	ATG101	non_mt_driver	FALSE	17	12	5	7	5	12	17	0.7058823529411765	FALSE	TRUE	2	2	TRUE	TRUE	0.16666666666666666	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	12.54	12.66	1.5996407708749056e-06	0.003521609157081105	NA	0.014860937281063665	2.2661597663562726e-06	0.0049889507256333345	1.3635261622813122	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	4	4	TRUE	TRUE	13	1.0	0.9230769230769231	0.9230769230769231	4	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e4	Female	e4	Excitatory_neurons	SELENOW	non_mt_driver	FALSE	17	17	11	6	0	17	17	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.11764705882352941	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	10.745	14.02	1.1133392562691226e-05	0.019608130981411787	0.022250085036538414	0.05648212077326361	1.1133392562691226e-05	0.019608130981411787	1.2651743255113104	TRUE	TRUE	FALSE	TRUE	driver_candidate	4	5	5	TRUE	TRUE	13	1.0	0.9230769230769231	0.9230769230769231	5	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e4	Female	e4	Excitatory_neurons	GABARAPL2	non_mt_driver	FALSE	17	17	13	4	0	17	17	1.0	TRUE	TRUE	3	3	TRUE	TRUE	0.17647058823529413	3	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	1	AD_down_mito	9.32	10.22	1.6753589846548578e-05	0.024588685364784462	0.026785639446661867	0.07819503510618697	1.6753589846548578e-05	0.024588685364784462	1.291200908946009	TRUE	TRUE	FALSE	TRUE	driver_candidate	5	6	6	FALSE	TRUE	13	1.0	0.9230769230769231	0.9230769230769231	6	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e4	Female	e4	Excitatory_neurons	SELENOM	non_mt_driver	FALSE	17	17	9	8	0	17	17	1.0	TRUE	TRUE	1	2	TRUE	TRUE	0.11764705882352941	2	Exc L2-3 CBLN2 LINC02306|Exc RELN CHD7	1	AD_down_mito	11.305	11.77	2.1371058787853016e-05	0.026884791955119093	0.028473373991682833	0.08905930798578006	2.1371058787853016e-05	0.026884791955119093	1.0289135551512494	TRUE	TRUE	FALSE	TRUE	driver_candidate	6	7	7	FALSE	TRUE	13	1.0	0.9230769230769231	0.9230769230769231	7	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e4	Female	e4	Excitatory_neurons	SSR2	non_mt_driver	FALSE	17	16	11	5	1	16	17	0.9411764705882353	TRUE	TRUE	2	2	TRUE	TRUE	0.125	2	Exc L4-5 RORB GABRG1|Exc L5/6 IT Car3	1	AD_down_mito	20.634999999999998	20.87	5.30039231598254e-05	0.05834406841817781	0.060530480248520604	0.16944410328715254	5.631676770104854e-05	0.06199068204692918	1.772193858208578	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	8	8	FALSE	TRUE	13	1.0	0.8461538461538461	0.8461538461538461	8	recurrent_stable	ranked_candidates
