schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_name	analysis_population	cells_ad	cells_nci	donors_ad	donors_nci	tested_genes	paper_degs	latent_vars	min_pct	logfc_threshold	design_rank	design_columns	model_status	message
yu_mast_model_diagnostics_v2	vasculature	18	vasculature::Fib SLC4A4::AD_vs_NCI__Male__e4	Fib SLC4A4	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	16	22	8	5	6231	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	vasculature	19	vasculature::Per::AD_vs_NCI__Female__e2	Per	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	63	167	8	13	5637	8	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	vasculature	20	vasculature::Per::AD_vs_NCI__Female__e33	Per	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	638	613	35	44	5526	52	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	vasculature	21	vasculature::Per::AD_vs_NCI__Female__e4	Per	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	308	217	22	11	6039	38	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	vasculature	22	vasculature::Per::AD_vs_NCI__Male__e2	Per	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	81	99	6	5	4935	74	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	vasculature	23	vasculature::Per::AD_vs_NCI__Male__e33	Per	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	302	855	24	49	5445	42	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	vasculature	24	vasculature::Per::AD_vs_NCI__Male__e4	Per	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	322	135	24	9	5487	30	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	vasculature	25	vasculature::SMC::AD_vs_NCI__Female__e2	SMC	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	16	53	5	11	5269	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	vasculature	26	vasculature::SMC::AD_vs_NCI__Female__e33	SMC	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	282	151	30	34	4824	1	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	vasculature	27	vasculature::SMC::AD_vs_NCI__Female__e4	SMC	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	66	43	18	9	5643	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	vasculature	28	vasculature::SMC::AD_vs_NCI__Male__e2	SMC	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	12	32	3	6	4400	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	vasculature	29	vasculature::SMC::AD_vs_NCI__Male__e33	SMC	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	70	282	22	36	5277	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	vasculature	30	vasculature::SMC::AD_vs_NCI__Male__e4	SMC	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	99	62	19	7	4970	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
