schema_version	route_id	candidate_id	modality	ld_source	ancestry	variant_count	symmetry_pass	diagonal_pass	psd_pass	summary_ld_match	primary_eligible	ld_state	reason
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Inhibitory_neuron__NGFGXQTL0028	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Inhibitory_neuron__NGFGXQTL0016	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Inhibitory_neuron__NGFGXQTL0022	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__Knight_ADRC__eQTL__Parietal_cortex__NGFGXQTL0001	GS044	eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_10__NGFGXQTL0008	GS044	eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_22__NGFGXQTL0009	GS044	eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_36__NGFGXQTL0010	GS044	eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	source_significant_RPS15_QTL_and_small_chr19_all_association_members_registered_but_no_direct_individual_file_download_endpoint_or_complete_fitted_model_and_source_matched_LD
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MSBB__eQTL__Frontal_cortex_Brodmann_Area_44__NGFGXQTL0011	GS044	eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	RPS15_absent_from_significant_and_finemapping_summary_files;absence_does_not_prove_not_measured
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Anterior_caudate__NGFGXQTL0032	GS044	eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033	GS044	eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035	GS044	eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__sQTL__Anterior_caudate__NGFGXQTL0039	GS044	sQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__sQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0040	GS044	sQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	source_significant_RPS15_QTL_and_small_chr19_all_association_members_registered_but_no_direct_individual_file_download_endpoint_or_complete_fitted_model_and_source_matched_LD
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__sQTL__Posterior_cingulate_cortex__NGFGXQTL0041	GS044	sQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	source_significant_RPS15_QTL_and_small_chr19_all_association_members_registered_but_no_direct_individual_file_download_endpoint_or_complete_fitted_model_and_source_matched_LD
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__Knight_ADRC__pQTL__Parietal_cortex__NGFGXQTL0003	GS044	pQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	RPS15_absent_from_significant_and_finemapping_summary_files;absence_does_not_prove_not_measured
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MSBB__pQTL__Parahippocampal_gyrus__NGFGXQTL0013	GS044	pQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__pQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0038	GS044	pQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MiGA__eQTL__Microglia_Medial_frontal_gyrus__NGFGXQTL0004	GS044	eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MiGA__eQTL__Microglia_Subventricular_zone__NGFGXQTL0006	GS044	eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MiGA__eQTL__Microglia_Superior_temporal_gyrus__NGFGXQTL0005	GS044	eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MiGA__eQTL__Microglia_Thalamus__NGFGXQTL0007	GS044	eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Astrocyte__NGFGXQTL0026	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Excitatory_neuron__NGFGXQTL0027	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Microglia__NGFGXQTL0029	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Oligodendrocyte__NGFGXQTL0030	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Oligodendrocyte_progenitor_cell__NGFGXQTL0031	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Astrocyte__NGFGXQTL0014	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Excitatory_neuron__NGFGXQTL0015	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Microglia__NGFGXQTL0017	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Oligodendrocyte__NGFGXQTL0018	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Oligodendrocyte_progenitor_cell__NGFGXQTL0019	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Astrocyte__NGFGXQTL0020	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Excitatory_neuron__NGFGXQTL0021	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Microglia__NGFGXQTL0023	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Oligodendrocyte__NGFGXQTL0024	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Oligodendrocyte_progenitor_cell__NGFGXQTL0025	GS044	snuc-eQTL	none	source_specific_not_available	0	NA	NA	NA	NA	FALSE	not_run_no_complete_compatible_qtl_model_or_statistics	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
