schema_version	figure_family	record_type	panel_id	scope_id	context_id	endpoint_id	contrast_id	context_role	family_id	estimate	standard_error	ci_low	ci_high	p_value	sesoi	direction	donor_counts	nuclei_counts	range_overlap_fraction	eligibility_status	model_status	failure_reason	analysis_fingerprint	q_value	effect_meets_sesoi	interval_excludes_zero	interval_inside_sesoi	endpoint_status_numeric	stability_status	endpoint_status	primary_estimate	bootstrap_planned	bootstrap_successful	bootstrap_median	bootstrap_ci_low	bootstrap_ci_high	bootstrap_same_direction_fraction	bootstrap_pass	balance_planned	balance_successful	balance_same_direction_fraction	balance_pass	loo_planned	loo_successful	loo_sign_reversals	loo_largest_absolute_change	loo_largest_change_donor	loo_pass	stability_pass	fifty_nucleus_pass	pc1_pass	nuclear_only_normalization_pass	severe_qc_pass	robust_qc_covariate_pass	reference_direction_fraction	reference_sensitivity_pass	influence_pass	slope_sensitivity_pass	mandatory_sensitivity_pass	supported_endpoints	carrier_endpoints	compatibility_pass	compatibility_classification	slope_rewiring_observed	bridge_authorized	gate_status	permitted_wording	claim_scope	scientific_decision	conclusion
phase15_figure_package_v1	complete_evidence_landscape	general_endpoint	B	general	immune_cells	nci_reference_residual	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	0.203131255314714	0.204095723572243	-0.198842796788553	0.605105307417981	0.320569008002129	0.25	1	NCI=136|AD=128	min=21	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.827705725414401	FALSE	FALSE	FALSE	inconclusive	passed	inconclusive	0.203131255314714	1000	995	0.177980814510686	-0.154323153960452	0.532917310724624	0.862311557788945	TRUE	1000	1000	0.973	TRUE	276	276	0	0.0662319633558613	50400835	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	general_endpoint	B	general	immune_cells	coupling_slope_change	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	0.194832396175474	0.279664952137535	-0.35611427440383	0.745779066754778	0.486696056469674	0.25	1	NCI=136|AD=128	min=21	0.724266689917292	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.827705725414401	FALSE	FALSE	FALSE	inconclusive	failed	inconclusive	0.194832396175474	1000	922	0.228135365054473	-0.307698119012075	0.698834001653959	0.819956616052061	FALSE	1000	1000	0.896	TRUE	276	276	0	0.159203227928019	51826377	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	general_endpoint	B	general	opcs	standardized_difference	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	0.136352321023657	0.275261650893823	-0.405743791431315	0.678448433478629	0.620779294060801	0.25	1	NCI=139|AD=129	min=23	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.827705725414401	FALSE	FALSE	FALSE	inconclusive	failed	inconclusive	0.136352321023657	1000	1000	0.139183140109999	-0.335896577914144	0.660445580521772	0.727	FALSE	1000	1000	0.833	TRUE	276	276	0	0.119658802236667	34726040	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	general_endpoint	B	general	opcs	nci_reference_residual	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	0.0678673275262275	0.214564107524861	-0.354691965364389	0.490426620416844	0.752033139467863	0.25	1	NCI=139|AD=129	min=23	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.902439767361436	FALSE	FALSE	FALSE	inconclusive	failed	inconclusive	0.0678673275262275	1000	995	0.0621138023735082	-0.305598798993972	0.423340036533896	0.646231155778894	FALSE	1000	1000	0.799	FALSE	276	276	1	0.0850867499686547	50400835	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	1	TRUE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	general_endpoint	B	general	opcs	coupling_slope_change	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	-0.0106685123641794	0.237100937017477	-0.477723266160412	0.456386241432054	0.964148031139413	0.25	-1	NCI=139|AD=129	min=23	0.742994904828315	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.964148031139413	FALSE	FALSE	FALSE	inconclusive	failed	inconclusive	-0.0106685123641794	1000	930	-0.0219539745829315	-0.427345786296032	0.396837504310926	0.547311827956989	FALSE	1000	1000	0.485	FALSE	276	276	85	0.0925468828522204	34726040	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	NA	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	general_endpoint	B	general	oligodendrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	0.0403784170913413	0.285533786529594	-0.521874728937121	0.602631563119803	0.887652562074764	0.25	1	NCI=142|AD=133	min=34	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.964148031139413	FALSE	FALSE	FALSE	inconclusive	failed	inconclusive	0.0403784170913413	1000	1000	0.0632065465953879	-0.44815659289296	0.553739685894306	0.587	FALSE	1000	1000	0.563	FALSE	276	276	6	0.116399867990346	34726040	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	NA	TRUE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	general_endpoint	B	general	oligodendrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	-0.150970522763799	0.172360881530295	-0.49037150599071	0.188430460463112	0.38189406178905	0.25	-1	NCI=142|AD=133	min=34	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.827705725414401	FALSE	FALSE	FALSE	inconclusive	passed	inconclusive	-0.150970522763799	1000	1000	-0.133531500367569	-0.456069396670552	0.163241090392236	0.828	TRUE	1000	1000	0.939	TRUE	276	276	0	0.0590395716763659	11399871	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	general_endpoint	B	general	oligodendrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	-0.249089627177135	0.265097814292394	-0.771219828036926	0.273040573682657	0.348329826558284	0.25	-1	NCI=142|AD=133	min=34	0.706490808634782	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.827705725414401	FALSE	FALSE	FALSE	inconclusive	passed	inconclusive	-0.249089627177135	1000	997	-0.222564827329038	-0.678999646635845	0.283911765637027	0.83851554663992	TRUE	1000	1000	0.947	TRUE	276	276	0	0.180813113696145	20288196	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	general_endpoint	B	general	vasculature	standardized_difference	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	-0.186555498087158	0.333912307408015	-0.845368459213815	0.472257463039498	0.577052143789247	0.25	-1	NCI=102|AD=96	min=20	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.827705725414401	FALSE	FALSE	FALSE	inconclusive	failed	inconclusive	-0.186555498087158	1000	757	-0.169784706884429	-0.676695911125256	0.269257250192018	0.752972258916777	FALSE	1000	1000	0.939	TRUE	276	276	0	0.147864373191419	34726040	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	general_endpoint	B	general	vasculature	nci_reference_residual	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	-0.328853455831917	0.369549773300604	-1.05797956178991	0.400272650126081	0.374700834157532	0.25	-1	NCI=102|AD=96	min=20	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.827705725414401	TRUE	FALSE	FALSE	inconclusive	failed	inconclusive	-0.328853455831917	1000	645	-0.32004814826949	-0.80743981087481	0.100427428699254	0.916279069767442	FALSE	1000	1000	0.993	TRUE	276	276	0	0.162946215636466	15844425	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	1	TRUE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	general_endpoint	B	general	vasculature	coupling_slope_change	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	-0.430483640907424	0.82291956407	-2.05487250992092	1.19390522810607	0.601569660396769	0.25	-1	NCI=102|AD=96	min=20	0	not_testable_range_mismatch	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.827705725414401	TRUE	FALSE	FALSE	not_testable	not_applicable	not_testable	-0.430483640907424	0	69	-0.282614532910661	-0.913168945231099	0.666201459363073	0.753623188405797	FALSE	0	1000	0.76	FALSE	0	270	1	0.658307578128781	11471260	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	modifier_endpoint	C	modifier	astrocytes	standardized_difference	sex_F_minus_M__e2	primary_confirmatory	M15-modifier-primary	-0.292668671866734	1.04301577533959	-2.3466144458287	1.76127710209523	0.779244107896738	0.25	-1	7|17|7|6	min=22	NA	provisional_low_power	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.983361601439392	TRUE	FALSE	FALSE	inconclusive	failed	inconclusive	-0.292668671866734	1000	1000	-0.330833680920056	-2.05856862361223	1.45780113738433	0.652	FALSE	1000	1000	0.643	FALSE	276	276	2	0.525520395055542	34726040	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	modifier_endpoint	C	modifier	astrocytes	standardized_difference	sex_F_minus_M__e33	primary_confirmatory	M15-modifier-primary	-0.214345069614993	0.55008749117661	-1.29759798344909	0.8689078442191	0.697113403782074	0.25	-1	37|45|28|53	min=22	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.983361601439392	FALSE	FALSE	FALSE	inconclusive	failed	inconclusive	-0.214345069614993	1000	1000	-0.18422106181504	-1.22379107401584	0.736310647921237	0.658	FALSE	1000	1000	0.817	TRUE	276	276	1	0.304239293457917	10102206	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	NA	TRUE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	modifier_endpoint	C	modifier	astrocytes	standardized_difference	sex_F_minus_M__e4	primary_confirmatory	M15-modifier-primary	-0.280507199684265	0.620758167248679	-1.50292745872366	0.94191305935513	0.651737724968589	0.25	-1	26|11|25|10	min=22	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.983361601439392	TRUE	FALSE	FALSE	inconclusive	failed	inconclusive	-0.280507199684265	1000	1000	-0.333077451037493	-1.44651287642038	0.735643233676288	0.734	FALSE	1000	1000	0.72	FALSE	276	276	0	0.217520220342278	16068769	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	modifier_endpoint	C	modifier	astrocytes	standardized_difference	apoe_e2_minus_e33__Female	primary_confirmatory	M15-modifier-primary	-0.569260584961394	0.738091512226219	-2.02273806648908	0.884216896566293	0.44126125467619	0.25	-1	7|17|37|45	min=22	NA	provisional_low_power	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.983361601439392	TRUE	FALSE	FALSE	inconclusive	failed	inconclusive	-0.569260584961394	1000	1000	-0.573483503949282	-1.83304944173691	0.683122382430434	0.804	TRUE	1000	1000	0.761	FALSE	276	276	0	0.300277980473906	21189544	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	modifier_endpoint	C	modifier	astrocytes	standardized_difference	apoe_e2_minus_e33__Male	primary_confirmatory	M15-modifier-primary	-0.490936982709653	0.921525543926133	-2.30563963754613	1.32376567212682	0.594671298457882	0.25	-1	7|6|28|53	min=22	NA	provisional_low_power	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.983361601439392	TRUE	FALSE	FALSE	inconclusive	failed	inconclusive	-0.490936982709653	1000	1000	-0.448878533893177	-2.0766651784711	1.04300501473287	0.706	FALSE	1000	1000	0.616	FALSE	276	276	0	0.536400978856322	34726040	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	NA	TRUE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	modifier_endpoint	C	modifier	astrocytes	standardized_difference	apoe_e4_minus_e33__Female	primary_confirmatory	M15-modifier-primary	-0.391822672660266	0.492503716736131	-1.3616794586915	0.578034113370973	0.427014427340575	0.25	-1	26|11|37|45	min=22	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.983361601439392	TRUE	FALSE	FALSE	inconclusive	failed	inconclusive	-0.391822672660266	1000	1000	-0.425294895528707	-1.30395962263613	0.486229266343979	0.817	TRUE	1000	1000	0.793	FALSE	276	276	0	0.196290474645117	20947550	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	modifier_endpoint	C	modifier	astrocytes	standardized_difference	apoe_e4_minus_e33__Male	primary_confirmatory	M15-modifier-primary	-0.325660542590994	0.659806954452051	-1.62497713757372	0.97365605239173	0.622031815841917	0.25	-1	25|10|28|53	min=22	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.983361601439392	TRUE	FALSE	FALSE	inconclusive	failed	inconclusive	-0.325660542590994	1000	1000	-0.264488418851931	-1.54888166487579	0.918733909130161	0.665	FALSE	1000	1000	0.612	FALSE	276	276	0	0.30708401962847	10102206	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	NA	TRUE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	modifier_endpoint	C	modifier	astrocytes	nci_reference_residual	sex_F_minus_M__e2	primary_confirmatory	M15-modifier-primary	0.569977573475389	0.937590183276998	-1.27636017153428	2.41631531848506	0.543778951346486	0.25	1	7|17|7|6	min=22	NA	provisional_low_power	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.983361601439392	TRUE	FALSE	FALSE	inconclusive	failed	inconclusive	0.569977573475389	1000	1000	0.402493896327619	-0.900498126764704	2.01096504460597	0.726	FALSE	1000	1000	0.896	TRUE	276	276	0	0.400472588317475	50102114	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	1	TRUE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	complete_evidence_landscape	modifier_endpoint	C	modifier	astrocytes	nci_reference_residual	sex_F_minus_M__e33	primary_confirmatory	M15-modifier-primary	0.0453554559121404	0.338693731765395	-0.621612940419586	0.712323852243867	0.893576262970084	0.25	1	37|45|28|53	min=22	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.983361601439392	FALSE	FALSE	FALSE	inconclusive	failed	inconclusive	0.0453554559121404	1000	1000	0.068482474953855	-0.541587861989692	0.666813117908104	0.569	FALSE	1000	1000	0.585	FALSE	276	276	8	0.114948904593562	10102206	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
