schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_family	contrast_name	eligibility_status	terminal_status	message
mito_fraction_contrast_status_v1	excitatory_set1	43	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	Exc L2-3 CBLN2 LINC02306	AD_vs_NCI	AD_vs_NCI__Female__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set1	44	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e33	Exc L2-3 CBLN2 LINC02306	AD_vs_NCI	AD_vs_NCI__Female__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set1	45	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e4	Exc L2-3 CBLN2 LINC02306	AD_vs_NCI	AD_vs_NCI__Female__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set1	46	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Male__e2	Exc L2-3 CBLN2 LINC02306	AD_vs_NCI	AD_vs_NCI__Male__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set1	47	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Male__e33	Exc L2-3 CBLN2 LINC02306	AD_vs_NCI	AD_vs_NCI__Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set1	48	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Male__e4	Exc L2-3 CBLN2 LINC02306	AD_vs_NCI	AD_vs_NCI__Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set1	49	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_Female_minus_Male__e2	Exc L2-3 CBLN2 LINC02306	sex_interaction	AD_effect_Female_minus_Male__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set1	50	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_Female_minus_Male__e33	Exc L2-3 CBLN2 LINC02306	sex_interaction	AD_effect_Female_minus_Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set1	51	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_Female_minus_Male__e4	Exc L2-3 CBLN2 LINC02306	sex_interaction	AD_effect_Female_minus_Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set1	52	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_e2_minus_e33__Female	Exc L2-3 CBLN2 LINC02306	apoe_interaction	AD_effect_e2_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set1	53	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_e4_minus_e33__Female	Exc L2-3 CBLN2 LINC02306	apoe_interaction	AD_effect_e4_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set1	54	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_e2_minus_e33__Male	Exc L2-3 CBLN2 LINC02306	apoe_interaction	AD_effect_e2_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set1	55	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_e4_minus_e33__Male	Exc L2-3 CBLN2 LINC02306	apoe_interaction	AD_effect_e4_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set1	56	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_heterogeneity_across_sex_APOE	Exc L2-3 CBLN2 LINC02306	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	eligible	validated_complete	
